what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1362095041748
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1362095041748
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1362095041748
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1362095041795
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1362095041795
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1362095041795
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1362095041795
started,bundle,org.lejos.nxt.ldt,0.9.0.201202141552,"org.lejos.nxt.ldt",1362095041795
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1362095041795
os,sysinfo,,,"win32",1362095041795
arch,sysinfo,,,"x86",1362095041795
ws,sysinfo,,,"win32",1362095041795
locale,sysinfo,,,"en_US",1362095041795
processors,sysinfo,,,"4",1362095041795
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1362095041795
java.runtime.version,sysinfo,,,"1.7.0_05-b05",1362095041795
java.specification.name,sysinfo,,,"Java Platform API Specification",1362095041795
java.specification.vendor,sysinfo,,,"Oracle Corporation",1362095041795
java.specification.version,sysinfo,,,"1.7",1362095041795
java.vendor,sysinfo,,,"Oracle Corporation",1362095041795
java.version,sysinfo,,,"1.7.0_05",1362095041795
java.vm.info,sysinfo,,,"mixed mode, sharing",1362095041795
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1362095041795
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1362095041795
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1362095041795
java.vm.specification.version,sysinfo,,,"1.7",1362095041795
java.vm.vendor,sysinfo,,,"Oracle Corporation",1362095041795
java.vm.version,sysinfo,,,"23.1-b03",1362095041795
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1362095043043
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362095043839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362095046741
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1362095073617
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362095075395
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362095075458
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362095076254
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362095076300
